	artist	track	genre	time	days	date.peaked	week	rating	days_to_peak	rank
2912	Filter	Take A Picture	Rock	4.23	1999-11-27	2000-02-05	10	19	70 days 00:00:00.000000000	32
2913	Martin, Ricky	She Bangs	Latin	4.02	2000-10-07	2000-12-02	10	20	56 days 00:00:00.000000000	31
2914	Mystikal	Shake Ya Ass	Rap	4.46	2000-08-12	2000-10-28	10	14	77 days 00:00:00.000000000	37
2915	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	10	18	91 days 00:00:00.000000000	33
2916	Spears, Britney	From The Bottom Of My Broken Heart	Rock	4.3	2000-01-29	2000-02-26	10	35	28 days 00:00:00.000000000	16
2917	Third Eye Blind	Never Let You Go	Rock	3.57	2000-01-22	2000-04-01	10	16	70 days 00:00:00.000000000	35
2918	Red Hot Chili Peppers	Otherside	Rock	4.13	2000-02-12	2000-05-27	10	29	105 days 00:00:00.000000000	22
2919	Profyle	Liar	R&B	3.57	2000-09-16	2000-10-28	10	33	42 days 00:00:00.000000000	18
2920	Barenaked Ladies	Pinch Me	Rock	3.46	2000-09-09	2000-11-25	10	25	77 days 00:00:00.000000000	26
2921	Jagged Edge	He Can't Love U	Rock	3.3	1999-12-11	2000-01-08	10	25	28 days 00:00:00.000000000	26
2923	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	10	21	105 days 00:00:00.000000000	30
2924	Jay-Z	Big Pimpin'	Rap	3.55	2000-04-22	2000-07-08	10	19	77 days 00:00:00.000000000	32
2925	Kid Rock	Only God Knows Why	Rock	5.27	2000-02-19	2000-04-15	10	19	56 days 00:00:00.000000000	32
2926	Foo Fighters	Learn To Fly	Rock	3.55	1999-10-16	2000-01-22	10	25	98 days 00:00:00.000000000	26
2929	Lil Bow Wow	Bounce With Me	Rap	3.22	2000-08-19	2000-09-16	10	27	28 days 00:00:00.000000000	24
2930	Westlife	Swear It Again	Rock	4.07	2000-04-01	2000-07-01	10	35	91 days 00:00:00.000000000	16
2931	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	10	24	105 days 00:00:00.000000000	27
2932	Thomas, Carl	I Wish	Rock	3.5	2000-03-25	2000-05-13	10	21	49 days 00:00:00.000000000	30
2934	Simpson, Jessica	I Think I'm In Love With You	Pop	3.32	2000-07-01	2000-08-12	10	27	42 days 00:00:00.000000000	24
2935	Ludacris	What's Your Fantasy	Rap	4.16	2000-09-30	2000-12-16	10	25	77 days 00:00:00.000000000	26
2938	SoulDecision	Faded	Rock	3.25	2000-07-08	2000-09-09	10	22	63 days 00:00:00.000000000	29
2939	Brock, Chad	Yes!	Country	3.22	2000-04-08	2000-07-01	10	31	84 days 00:00:00.000000000	20
2941	Vertical Horizon	You're A God	Rock	3.45	2000-08-26	2000-11-04	10	26	70 days 00:00:00.000000000	25
2942	Avant	Separated	Rock	4.13	2000-04-29	2000-05-20	10	25	21 days 00:00:00.000000000	26
2943	Rimes, LeAnn	Big Deal	Country	3.03	1999-10-16	2000-01-01	10	26	77 days 00:00:00.000000000	25
2944	IMx	Stay The Night	Rap	3.37	1999-10-09	2000-01-08	10	34	91 days 00:00:00.000000000	17
2945	Dr. Dre	The Next Episode	Rap	2.38	2000-05-27	2000-07-29	10	23	63 days 00:00:00.000000000	28
2947	Savage Garden	Crash And Burn	Rock	4.41	2000-04-08	2000-05-27	10	29	49 days 00:00:00.000000000	22
2948	Kandi	Don't Think I'm Not	Rock	3.5	2000-08-05	2000-10-07	10	24	63 days 00:00:00.000000000	27
2949	Sammie	I Like It	Rock	4.09	2000-01-29	2000-04-15	10	29	77 days 00:00:00.000000000	22
2950	Goo Goo Dolls	Broadway	Rock	3.54	2000-04-22	2000-07-01	10	26	70 days 00:00:00.000000000	25
2951	Moore, Mandy	I Wanna Be With You	Pop	4.12	2000-06-17	2000-08-12	10	34	56 days 00:00:00.000000000	17
2952	Dr. Dre	Forgot About Dre	Rap	3.42	2000-01-22	2000-03-25	10	25	63 days 00:00:00.000000000	26
2953	D'Angelo	Untitled (How Does It Feel)	R&B	7.1	2000-01-22	2000-02-19	10	35	28 days 00:00:00.000000000	16
2954	Messina, Jo Dee	That's The Way	Country	3.17	2000-06-24	2000-08-26	10	25	63 days 00:00:00.000000000	26
2955	Avant	My First Love	Rock	4.28	2000-11-04	2000-12-16	10	31	42 days 00:00:00.000000000	20
2957	Da Brat	What'Chu Like	Rap	3.57	2000-06-03	2000-08-12	10	31	70 days 00:00:00.000000000	20
2958	DMX	Party Up (Up In Here)	Rap	3.45	2000-02-26	2000-04-22	10	27	56 days 00:00:00.000000000	24
2959	Dixie Chicks, The	Cowboy Take Me Away	Country	4.51	1999-11-27	2000-01-29	10	27	63 days 00:00:00.000000000	24
2960	McGraw, Tim	My Next Thirty Years	Country	3.37	2000-10-21	2000-12-16	10	27	56 days 00:00:00.000000000	24
2961	Tritt, Travis	Best Of Intentions	Country	4.15	2000-08-19	2000-12-02	10	38	105 days 00:00:00.000000000	13
2962	Alice Deejay	Better Off Alone	Electronica	6.5	2000-04-08	2000-06-03	10	30	56 days 00:00:00.000000000	21
2963	Hoku	Another Dumb Blonde	Pop	3.47	2000-02-19	2000-04-08	10	41	49 days 00:00:00.000000000	10
2965	Counting Crows	Hanginaround	Rock	4.07	1999-11-06	2000-01-29	10	32	84 days 00:00:00.000000000	19
2966	Mary Mary	Shackles (Praise You)	Rock	3.12	2000-03-25	2000-05-13	10	30	49 days 00:00:00.000000000	21
2968	McGraw, Tim	My Best Friend	Country	4.33	1999-11-27	2000-01-29	10	29	63 days 00:00:00.000000000	22
2969	Sugar Ray	Falls Apart	Rock	4.15	2000-01-15	2000-02-19	10	37	35 days 00:00:00.000000000	14
2971	Jones, Donell	Where I Wanna Be	Rock	6.22	2000-04-22	2000-07-08	10	35	77 days 00:00:00.000000000	16
2972	Paisley, Brad	We Danced	Country	3.45	2000-10-14	2000-12-16	10	29	63 days 00:00:00.000000000	22
2973	Lonestar	What About Now	Country	3.3	2000-06-10	2000-08-19	10	34	70 days 00:00:00.000000000	17
2975	Keith, Toby	How Do You Like Me Now?!	Country	3.29	2000-01-29	2000-04-08	10	32	70 days 00:00:00.000000000	19
2976	Strait, George	The Best Day	Country	3.24	2000-01-29	2000-04-22	10	34	84 days 00:00:00.000000000	17
2977	Dixie Chicks, The	Without You	Country	3.32	2000-10-07	2000-12-23	10	40	77 days 00:00:00.000000000	11
2978	Musiq	Just Friends (Sunny)	Rap	4.02	2000-10-14	2000-12-30	10	34	77 days 00:00:00.000000000	17
2979	McEntire, Reba	What Do You Say	Country	3.26	1999-10-30	2000-01-29	10	46	91 days 00:00:00.000000000	5
2980	Braxton, Toni	Just Be A Man About It	Rock	4.1	2000-07-29	2000-09-02	10	38	35 days 00:00:00.000000000	13
2981	Iglesias, Enrique	Rhythm Divine	Latin	7.35	1999-12-04	2000-01-22	10	38	49 days 00:00:00.000000000	13
2982	Fabian, Lara	I Will Love Again	Pop	3.43	2000-06-10	2000-08-12	10	32	63 days 00:00:00.000000000	19
2983	Bon Jovi	It's My Life	Rock	3.44	2000-08-12	2000-09-30	10	34	49 days 00:00:00.000000000	17
2984	Evans, Sara	Born To Fly	Country	5.36	2000-10-21	2000-12-30	10	39	70 days 00:00:00.000000000	12
2985	Chesney, Kenny	I Lost It	Country	3.54	2000-10-21	2000-12-23	10	34	63 days 00:00:00.000000000	17
2986	J-Shin	One Night Stand	R&B	4.34	1999-12-25	2000-02-26	10	34	63 days 00:00:00.000000000	17
2987	Eve	Love Is Blind	Rap	3.51	2000-01-08	2000-02-19	10	46	42 days 00:00:00.000000000	5
2988	Aaliyah	I Don't Wanna	Rock	4.15	2000-01-29	2000-03-04	10	36	35 days 00:00:00.000000000	15
2989	Montgomery, John Michael	The Little Girl	Country	3.52	2000-09-09	2000-10-28	10	38	49 days 00:00:00.000000000	13
2991	Vassar, Phil	Just Another Day In Paradise	Country	3.54	2000-09-30	2000-12-02	10	35	63 days 00:00:00.000000000	16
2993	Wills, Mark	Back At One	Country	4.0	2000-01-15	2000-02-26	10	46	42 days 00:00:00.000000000	5
2994	Lucy Pearl	Dance Tonight	R&B	3.45	2000-05-20	2000-07-29	10	40	70 days 00:00:00.000000000	11
2995	Jackson, Alan	It Must Be Love	Country	2.53	2000-06-24	2000-09-02	10	38	70 days 00:00:00.000000000	13
2996	Griggs, Andy	She's More	Country	3.19	2000-03-11	2000-06-10	10	48	91 days 00:00:00.000000000	3
2998	Jean, Wyclef	911	Rap	4.0	2000-10-07	2000-11-25	10	38	49 days 00:00:00.000000000	13
3000	Vitamin C	Graduation (Friends Forever)	Rock	4.23	2000-04-15	2000-06-10	10	42	56 days 00:00:00.000000000	9
3001	Gilman, Billy	One Voice	Country	4.07	2000-06-17	2000-09-02	10	44	77 days 00:00:00.000000000	7
3002	Lonestar	Smile	Country	3.33	1999-12-18	2000-02-12	10	39	56 days 00:00:00.000000000	12
3003	Rogers, Kenny	Buy Me A Rose	Country	3.46	2000-03-11	2000-05-06	10	40	56 days 00:00:00.000000000	11
3004	Lawrence, Tracy	Lessons Learned	Country	2.55	2000-01-29	2000-04-08	10	42	70 days 00:00:00.000000000	9
3005	Strait, George	Go On	Country	3.48	2000-08-26	2000-10-28	10	40	63 days 00:00:00.000000000	11
3006	Sisqo	Got To Get It	Rock	3.52	1999-11-20	2000-01-22	10	40	63 days 00:00:00.000000000	11
3008	Walker, Clay	The Chain Of Love	Country	5.03	2000-04-15	2000-06-10	10	45	56 days 00:00:00.000000000	6
3009	McBride, Martina	Love's The Only House	Country	5.13	2000-02-05	2000-04-15	10	43	70 days 00:00:00.000000000	8
3011	Tippin, Aaron	Kiss This	Country	2.53	2000-08-26	2000-10-21	10	46	56 days 00:00:00.000000000	5
3012	SheDaisy	I Will.. But	Country	3.4	2000-07-15	2000-09-16	10	43	63 days 00:00:00.000000000	8
3013	Raye, Collin	Couldn't Last A Moment	Country	3.4	2000-03-18	2000-06-24	10	49	98 days 00:00:00.000000000	2
3016	Black, Clint	Been There	Country	5.28	2000-02-19	2000-04-15	10	44	56 days 00:00:00.000000000	7
3022	Ideal	Whatever	R&B	3.48	2000-06-10	2000-08-19	10	48	70 days 00:00:00.000000000	3
3170	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	11	1	56 days 00:00:00.000000000	50
3171	Santana	Maria, Maria	Rock	4.18	2000-02-12	2000-04-08	11	1	56 days 00:00:00.000000000	50
3172	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	11	4	98 days 00:00:00.000000000	47
3173	Madonna	Music	Rock	3.45	2000-08-12	2000-09-16	11	2	35 days 00:00:00.000000000	49
3174	Aguilera, Christina	Come On Over Baby (All I Want Is You)	Rock	3.38	2000-08-05	2000-10-14	11	1	70 days 00:00:00.000000000	50
3175	Janet	Doesn't Really Matter	Rock	4.17	2000-06-17	2000-08-26	11	1	70 days 00:00:00.000000000	50
3176	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	11	17	84 days 00:00:00.000000000	34
3177	Iglesias, Enrique	Be With You	Latin	3.36	2000-04-01	2000-06-24	11	5	84 days 00:00:00.000000000	46
3178	Sisqo	Incomplete	Rock	3.52	2000-06-24	2000-08-12	11	2	49 days 00:00:00.000000000	49
3179	Lonestar	Amazed	Country	4.25	1999-06-05	2000-03-04	11	26	273 days 00:00:00.000000000	25
3180	N'Sync	It's Gonna Be Me	Rock	3.1	2000-05-06	2000-07-29	11	5	84 days 00:00:00.000000000	46
3181	Aguilera, Christina	What A Girl Wants	Rock	3.18	1999-11-27	2000-01-15	11	2	49 days 00:00:00.000000000	49
3182	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	11	17	175 days 00:00:00.000000000	34
3184	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	11	9	91 days 00:00:00.000000000	42
3185	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	11	8	84 days 00:00:00.000000000	43
3186	Carey, Mariah	Thank God I Found You	Rock	4.14	1999-12-11	2000-02-19	11	1	70 days 00:00:00.000000000	50
3187	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	11	30	168 days 00:00:00.000000000	21
3188	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	11	17	105 days 00:00:00.000000000	34
3189	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	11	11	91 days 00:00:00.000000000	40
3190	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	11	4	49 days 00:00:00.000000000	47
3191	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	11	13	98 days 00:00:00.000000000	38
3192	98¡	Give Me Just One Night (Una Noche)	Rock	3.24	2000-08-19	2000-09-30	11	7	42 days 00:00:00.000000000	44
3193	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	11	13	98 days 00:00:00.000000000	38
3195	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	11	6	112 days 00:00:00.000000000	45
3196	Aguilera, Christina	I Turn To You	Rock	4.0	2000-04-15	2000-07-01	11	17	77 days 00:00:00.000000000	34
3197	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	11	8	126 days 00:00:00.000000000	43
3198	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	11	27	182 days 00:00:00.000000000	24
3199	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	11	24	112 days 00:00:00.000000000	27
3200	N'Sync	Bye Bye Bye	Rock	3.15	2000-01-29	2000-04-15	11	5	77 days 00:00:00.000000000	46
3201	Eminem	The Real Slim Shady	Rap	4.42	2000-05-06	2000-06-24	11	8	49 days 00:00:00.000000000	43
3202	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	11	5	105 days 00:00:00.000000000	46
3203	Mumba, Samantha	Gotta Tell You	Rock	3.19	2000-09-09	2000-12-09	11	6	91 days 00:00:00.000000000	45
3204	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	11	9	91 days 00:00:00.000000000	42
3205	"Elliott, Missy ""Misdemeanor"""	Hot Boyz	Rap	3.51	1999-11-27	2000-01-08	11	8	42 days 00:00:00.000000000	43
3206	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	11	7	91 days 00:00:00.000000000	44
3207	N'Sync	This I Promise You	Rock	4.23	2000-09-30	2000-12-02	11	6	63 days 00:00:00.000000000	45
3208	Ruff Endz	No More	Rock	3.56	2000-07-01	2000-09-02	11	8	63 days 00:00:00.000000000	43
3209	Backstreet Boys, The	Show Me The Meaning Of Being Lonely	Rock	3.54	2000-01-01	2000-03-18	11	7	77 days 00:00:00.000000000	44
3210	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	11	11	77 days 00:00:00.000000000	40
3211	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	11	11	112 days 00:00:00.000000000	40
3212	Blink-182	All The Small Things	Rock	2.52	1999-12-04	2000-02-19	11	7	77 days 00:00:00.000000000	44
3213	Eiffel 65	Blue (Da Ba Dee)	Electronica	3.29	1999-12-11	2000-01-29	11	13	49 days 00:00:00.000000000	38
3214	Badu, Erkyah	Bag Lady	Rock	5.03	2000-08-19	2000-10-07	11	8	49 days 00:00:00.000000000	43
3215	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	11	15	35 days 00:00:00.000000000	36
3217	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	11	37	140 days 00:00:00.000000000	14
3218	Next	Wifey	Rock	4.03	2000-05-27	2000-09-09	11	21	105 days 00:00:00.000000000	30
3220	Sonique	It Feels So Good	Rock	3.48	2000-01-22	2000-04-22	11	13	91 days 00:00:00.000000000	38
3221	Spears, Britney	Oops!.. I Did It Again	Rock	3.3	2000-04-22	2000-06-10	11	14	49 days 00:00:00.000000000	37
3222	Backstreet Boys, The	Shape Of My Heart	Rock	3.49	2000-10-14	2000-12-02	11	17	49 days 00:00:00.000000000	34
3223	Everclear	Wonderful	Rock	4.3	2000-07-08	2000-09-30	11	28	84 days 00:00:00.000000000	23
3224	Ja Rule	Between Me And You	Rap	4.05	2000-09-16	2000-11-18	11	11	63 days 00:00:00.000000000	40
3225	Rimes, LeAnn	I Need You	Country	3.42	2000-05-27	2000-08-12	11	13	77 days 00:00:00.000000000	38
3226	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	11	16	91 days 00:00:00.000000000	35
3227	Jay-Z	I Just Wanna Love U (Give It 2 Me)	Rap	3.5	2000-10-28	2000-12-30	11	12	63 days 00:00:00.000000000	39
3228	Jagged Edge	Let's Get Married	Rock	4.23	2000-05-06	2000-07-29	11	23	84 days 00:00:00.000000000	28
3229	Filter	Take A Picture	Rock	4.23	1999-11-27	2000-02-05	11	12	70 days 00:00:00.000000000	39
3230	Martin, Ricky	She Bangs	Latin	4.02	2000-10-07	2000-12-02	11	22	56 days 00:00:00.000000000	29
3231	Mystikal	Shake Ya Ass	Rap	4.46	2000-08-12	2000-10-28	11	14	77 days 00:00:00.000000000	37
3232	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	11	19	91 days 00:00:00.000000000	32
3233	Spears, Britney	From The Bottom Of My Broken Heart	Rock	4.3	2000-01-29	2000-02-26	11	41	28 days 00:00:00.000000000	10
3234	Third Eye Blind	Never Let You Go	Rock	3.57	2000-01-22	2000-04-01	11	14	70 days 00:00:00.000000000	37
3235	Red Hot Chili Peppers	Otherside	Rock	4.13	2000-02-12	2000-05-27	11	29	105 days 00:00:00.000000000	22
3236	Profyle	Liar	R&B	3.57	2000-09-16	2000-10-28	11	35	42 days 00:00:00.000000000	16
3237	Barenaked Ladies	Pinch Me	Rock	3.46	2000-09-09	2000-11-25	11	16	77 days 00:00:00.000000000	35
3238	Jagged Edge	He Can't Love U	Rock	3.3	1999-12-11	2000-01-08	11	24	28 days 00:00:00.000000000	27
3240	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	11	19	105 days 00:00:00.000000000	32
3241	Jay-Z	Big Pimpin'	Rap	3.55	2000-04-22	2000-07-08	11	21	77 days 00:00:00.000000000	30
3242	Kid Rock	Only God Knows Why	Rock	5.27	2000-02-19	2000-04-15	11	21	56 days 00:00:00.000000000	30
3243	Foo Fighters	Learn To Fly	Rock	3.55	1999-10-16	2000-01-22	11	22	98 days 00:00:00.000000000	29
3246	Lil Bow Wow	Bounce With Me	Rap	3.22	2000-08-19	2000-09-16	11	27	28 days 00:00:00.000000000	24
3247	Westlife	Swear It Again	Rock	4.07	2000-04-01	2000-07-01	11	32	91 days 00:00:00.000000000	19
3248	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	11	22	105 days 00:00:00.000000000	29
3249	Thomas, Carl	I Wish	Rock	3.5	2000-03-25	2000-05-13	11	22	49 days 00:00:00.000000000	29
3251	Simpson, Jessica	I Think I'm In Love With You	Pop	3.32	2000-07-01	2000-08-12	11	38	42 days 00:00:00.000000000	13
3252	Ludacris	What's Your Fantasy	Rap	4.16	2000-09-30	2000-12-16	11	22	77 days 00:00:00.000000000	29
3255	SoulDecision	Faded	Rock	3.25	2000-07-08	2000-09-09	11	22	63 days 00:00:00.000000000	29
3256	Brock, Chad	Yes!	Country	3.22	2000-04-08	2000-07-01	11	28	84 days 00:00:00.000000000	23
3258	Vertical Horizon	You're A God	Rock	3.45	2000-08-26	2000-11-04	11	23	70 days 00:00:00.000000000	28
3259	Avant	Separated	Rock	4.13	2000-04-29	2000-05-20	11	23	21 days 00:00:00.000000000	28
3260	Rimes, LeAnn	Big Deal	Country	3.03	1999-10-16	2000-01-01	11	26	77 days 00:00:00.000000000	25
3261	IMx	Stay The Night	Rap	3.37	1999-10-09	2000-01-08	11	40	91 days 00:00:00.000000000	11
3262	Dr. Dre	The Next Episode	Rap	2.38	2000-05-27	2000-07-29	11	26	63 days 00:00:00.000000000	25
3264	Savage Garden	Crash And Burn	Rock	4.41	2000-04-08	2000-05-27	11	34	49 days 00:00:00.000000000	17
3265	Kandi	Don't Think I'm Not	Rock	3.5	2000-08-05	2000-10-07	11	26	63 days 00:00:00.000000000	25
3266	Sammie	I Like It	Rock	4.09	2000-01-29	2000-04-15	11	29	77 days 00:00:00.000000000	22
3267	Goo Goo Dolls	Broadway	Rock	3.54	2000-04-22	2000-07-01	11	24	70 days 00:00:00.000000000	27
3268	Moore, Mandy	I Wanna Be With You	Pop	4.12	2000-06-17	2000-08-12	11	42	56 days 00:00:00.000000000	9
3269	Dr. Dre	Forgot About Dre	Rap	3.42	2000-01-22	2000-03-25	11	25	63 days 00:00:00.000000000	26
3270	D'Angelo	Untitled (How Does It Feel)	R&B	7.1	2000-01-22	2000-02-19	11	39	28 days 00:00:00.000000000	12
3271	Messina, Jo Dee	That's The Way	Country	3.17	2000-06-24	2000-08-26	11	31	63 days 00:00:00.000000000	20
3272	Avant	My First Love	Rock	4.28	2000-11-04	2000-12-16	11	32	42 days 00:00:00.000000000	19
3273	Son By Four	A Puro Dolor (Purest Of Pain)	Latin	3.3	2000-04-08	2000-08-19	11	48	133 days 00:00:00.000000000	3
3274	Da Brat	What'Chu Like	Rap	3.57	2000-06-03	2000-08-12	11	26	70 days 00:00:00.000000000	25
3275	DMX	Party Up (Up In Here)	Rap	3.45	2000-02-26	2000-04-22	11	27	56 days 00:00:00.000000000	24
3276	Dixie Chicks, The	Cowboy Take Me Away	Country	4.51	1999-11-27	2000-01-29	11	27	63 days 00:00:00.000000000	24
3277	McGraw, Tim	My Next Thirty Years	Country	3.37	2000-10-21	2000-12-16	11	28	56 days 00:00:00.000000000	23
3278	Tritt, Travis	Best Of Intentions	Country	4.15	2000-08-19	2000-12-02	11	33	105 days 00:00:00.000000000	18
3279	Alice Deejay	Better Off Alone	Electronica	6.5	2000-04-08	2000-06-03	11	36	56 days 00:00:00.000000000	15
3282	Counting Crows	Hanginaround	Rock	4.07	1999-11-06	2000-01-29	11	29	84 days 00:00:00.000000000	22
3283	Mary Mary	Shackles (Praise You)	Rock	3.12	2000-03-25	2000-05-13	11	31	49 days 00:00:00.000000000	20
3285	McGraw, Tim	My Best Friend	Country	4.33	1999-11-27	2000-01-29	11	29	63 days 00:00:00.000000000	22
3286	Sugar Ray	Falls Apart	Rock	4.15	2000-01-15	2000-02-19	11	47	35 days 00:00:00.000000000	4
3288	Jones, Donell	Where I Wanna Be	Rock	6.22	2000-04-22	2000-07-08	11	33	77 days 00:00:00.000000000	18
3289	Paisley, Brad	We Danced	Country	3.45	2000-10-14	2000-12-16	11	36	63 days 00:00:00.000000000	15
3290	Lonestar	What About Now	Country	3.3	2000-06-10	2000-08-19	11	30	70 days 00:00:00.000000000	21
3292	Keith, Toby	How Do You Like Me Now?!	Country	3.29	2000-01-29	2000-04-08	11	31	70 days 00:00:00.000000000	20
3293	Strait, George	The Best Day	Country	3.24	2000-01-29	2000-04-22	11	33	84 days 00:00:00.000000000	18
3294	Dixie Chicks, The	Without You	Country	3.32	2000-10-07	2000-12-23	11	35	77 days 00:00:00.000000000	16
3295	Musiq	Just Friends (Sunny)	Rap	4.02	2000-10-14	2000-12-30	11	32	77 days 00:00:00.000000000	19
3298	Iglesias, Enrique	Rhythm Divine	Latin	7.35	1999-12-04	2000-01-22	11	49	49 days 00:00:00.000000000	2
3299	Fabian, Lara	I Will Love Again	Pop	3.43	2000-06-10	2000-08-12	11	37	63 days 00:00:00.000000000	14
3300	Bon Jovi	It's My Life	Rock	3.44	2000-08-12	2000-09-30	11	35	49 days 00:00:00.000000000	16
3301	Evans, Sara	Born To Fly	Country	5.36	2000-10-21	2000-12-30	11	34	70 days 00:00:00.000000000	17
3302	Chesney, Kenny	I Lost It	Country	3.54	2000-10-21	2000-12-23	11	36	63 days 00:00:00.000000000	15
3303	J-Shin	One Night Stand	R&B	4.34	1999-12-25	2000-02-26	11	38	63 days 00:00:00.000000000	13
3305	Aaliyah	I Don't Wanna	Rock	4.15	2000-01-29	2000-03-04	11	37	35 days 00:00:00.000000000	14
3306	Montgomery, John Michael	The Little Girl	Country	3.52	2000-09-09	2000-10-28	11	37	49 days 00:00:00.000000000	14
3308	Vassar, Phil	Just Another Day In Paradise	Country	3.54	2000-09-30	2000-12-02	11	43	63 days 00:00:00.000000000	8
3310	Wills, Mark	Back At One	Country	4.0	2000-01-15	2000-02-26	11	45	42 days 00:00:00.000000000	6
3311	Lucy Pearl	Dance Tonight	R&B	3.45	2000-05-20	2000-07-29	11	36	70 days 00:00:00.000000000	15
3312	Jackson, Alan	It Must Be Love	Country	2.53	2000-06-24	2000-09-02	11	37	70 days 00:00:00.000000000	14
3313	Griggs, Andy	She's More	Country	3.19	2000-03-11	2000-06-10	11	47	91 days 00:00:00.000000000	4
3315	Jean, Wyclef	911	Rap	4.0	2000-10-07	2000-11-25	11	44	49 days 00:00:00.000000000	7
3316	Rascal Flatts	Prayin' For Daylight	Country	3.36	2000-05-06	2000-08-12	11	49	98 days 00:00:00.000000000	2
3318	Gilman, Billy	One Voice	Country	4.07	2000-06-17	2000-09-02	11	43	77 days 00:00:00.000000000	8
3319	Lonestar	Smile	Country	3.33	1999-12-18	2000-02-12	11	43	56 days 00:00:00.000000000	8
3320	Rogers, Kenny	Buy Me A Rose	Country	3.46	2000-03-11	2000-05-06	11	46	56 days 00:00:00.000000000	5
3321	Lawrence, Tracy	Lessons Learned	Country	2.55	2000-01-29	2000-04-08	11	40	70 days 00:00:00.000000000	11
3322	Strait, George	Go On	Country	3.48	2000-08-26	2000-10-28	11	44	63 days 00:00:00.000000000	7
3323	Sisqo	Got To Get It	Rock	3.52	1999-11-20	2000-01-22	11	43	63 days 00:00:00.000000000	8
3325	Walker, Clay	The Chain Of Love	Country	5.03	2000-04-15	2000-06-10	11	44	56 days 00:00:00.000000000	7
3326	McBride, Martina	Love's The Only House	Country	5.13	2000-02-05	2000-04-15	11	42	70 days 00:00:00.000000000	9
3329	SheDaisy	I Will.. But	Country	3.4	2000-07-15	2000-09-16	11	44	63 days 00:00:00.000000000	7
3330	Raye, Collin	Couldn't Last A Moment	Country	3.4	2000-03-18	2000-06-24	11	48	98 days 00:00:00.000000000	3
